CPU	 1	 0.23335
CPU	 5	 0.216675
CPU	 3	 0.366675
CPU	 7	 0.183325
CPU	 9	 0.18335
CPU	 13	 0.183325
CPU	 15	 0.18335
CPU	 17	 0.383325
CPU	 11	 0.16665
CPU	 19	 0.183325
CPU	 21	 0.283325
CPU	 23	 0.383325
CPU	 27	 0.183325
CPU	 25	 0.416675
CPU	 29	 0.2
CPU	 31	 0.183325
CPU	 33	 0.216675
CPU	 39	 0.183325
CPU	 37	 0.183325
CPU	 35	 0.33335
CPU	 41	 0.2
CPU	 43	 0.45
CPU	 47	 0.2
CPU	 45	 0.5
CPU	 49	 0.18335
IO	 22	 3.76668
IO	 30	 2.76668
IO	 2	 5.43335
IO	 26	 3.38335
IO	 8	 4.9
IO	 14	 4.53332
IO	 10	 4.71665
IO	 34	 2.55
IO	 24	 3.4
IO	 38	 2.03333
IO	 36	 2.38333
IO	 18	 3.78333
IO	 0	 5.7
IO	 32	 2.6
IO	 46	 1.23333
IO	 12	 4.55
IO	 4	 5.45
IO	 20	 3.78333
IO	 6	 5.3
IO	 16	 3.78333
IO	 48	 1.1
IO	 42	 1.68332
IO	 28	 2.98332
IO	 40	 2.01665
IO	 44	 1.73333
