CPU	 1	 0.133325
CPU	 3	 0.133325
CPU	 5	 0.133325
CPU	 7	 0.116675
CPU	 9	 0.133325
CPU	 11	 0.133325
CPU	 13	 0.13335
CPU	 15	 0.13335
CPU	 17	 0.133325
CPU	 19	 0.133325
CPU	 21	 0.116675
CPU	 23	 0.13335
CPU	 25	 0.15
CPU	 27	 0.133325
CPU	 29	 0.15
CPU	 31	 0.133325
CPU	 33	 0.133325
CPU	 35	 0.116675
CPU	 37	 0.15
CPU	 39	 0.133325
CPU	 41	 0.133325
CPU	 43	 0.133325
CPU	 45	 0.133325
CPU	 47	 0.133325
CPU	 49	 0.116675
IO	 0	 4.16665
IO	 2	 4.01665
IO	 4	 3.88333
IO	 6	 3.75
IO	 8	 3.61665
IO	 10	 3.48332
IO	 12	 3.35
IO	 14	 3.2
IO	 16	 3.06665
IO	 18	 2.91665
IO	 20	 2.78333
IO	 22	 2.65
IO	 24	 2.51665
IO	 26	 2.36665
IO	 28	 2.23332
IO	 30	 2.08332
IO	 32	 1.93332
IO	 34	 1.78333
IO	 36	 1.66665
IO	 38	 1.51665
IO	 40	 1.36665
IO	 42	 1.21665
IO	 44	 1.08333
IO	 46	 0.933325
IO	 48	 0.783325
