CPU	 1	 0.233325
CPU	 3	 0.183325
CPU	 5	 0.2
CPU	 7	 0.18335
CPU	 9	 0.2
CPU	 11	 0.183325
CPU	 13	 0.2
CPU	 15	 0.2
CPU	 17	 0.216675
CPU	 19	 0.2
CPU	 21	 0.16665
CPU	 23	 0.18335
CPU	 25	 0.2
CPU	 27	 0.2
CPU	 29	 0.21665
CPU	 31	 0.18335
CPU	 33	 0.21665
CPU	 35	 0.2
CPU	 37	 0.2
CPU	 39	 0.216675
CPU	 41	 0.183325
CPU	 43	 0.18335
CPU	 45	 0.233325
CPU	 47	 0.2
CPU	 49	 0.183325
CPU	 51	 0.166675
CPU	 53	 0.183325
CPU	 55	 0.2
CPU	 57	 0.216675
CPU	 59	 0.2
CPU	 61	 0.16665
CPU	 63	 0.183325
CPU	 65	 0.18335
CPU	 67	 0.18335
CPU	 69	 0.2
CPU	 71	 0.183325
CPU	 73	 0.166675
CPU	 75	 0.2
CPU	 77	 0.2
CPU	 79	 0.183325
CPU	 81	 0.2
CPU	 83	 0.166675
CPU	 85	 0.266675
CPU	 87	 0.233325
CPU	 89	 0.216675
CPU	 91	 0.25
CPU	 93	 0.2
CPU	 95	 0.316675
CPU	 97	 0.4
CPU	 99	 0.4
IO	 0	 14.7333
IO	 2	 14.5
IO	 4	 14.3333
IO	 6	 14.1334
IO	 8	 13.95
IO	 10	 13.75
IO	 12	 13.5667
IO	 14	 13.3667
IO	 16	 13.1667
IO	 18	 12.95
IO	 20	 12.75
IO	 22	 12.5833
IO	 24	 12.4167
IO	 26	 12.2166
IO	 28	 12.0167
IO	 30	 11.8
IO	 32	 11.6166
IO	 34	 11.4
IO	 36	 11.2
IO	 38	 11
IO	 40	 10.7833
IO	 42	 10.6
IO	 44	 10.4167
IO	 46	 10.2
IO	 48	 10
IO	 50	 9.81668
IO	 52	 9.63332
IO	 54	 9.45
IO	 56	 9.25
IO	 58	 9.03332
IO	 60	 8.83333
IO	 62	 8.65
IO	 64	 8.46668
IO	 66	 8.28332
IO	 68	 8.08333
IO	 70	 7.88333
IO	 72	 7.7
IO	 74	 7.53332
IO	 76	 7.33333
IO	 78	 7.13333
IO	 80	 6.95
IO	 82	 6.75
IO	 84	 6.58333
IO	 86	 6.3
IO	 88	 6.08333
IO	 90	 5.85
IO	 92	 5.63333
IO	 94	 5.41667
IO	 96	 5.2
IO	 98	 4.7
